OrderID,CustomerID,CustomerName,Country,Category,OrderDate,Quantity,UnitPrice,PaymentMethod,TotalAmount
542,66132e69-7418-4109-93d1-bf0f56c438e4,Lisa Thompson,UK,Non-Fiction,2023-06-14,1,44.98,Gift Card,44.98
543,50032b35-1857-4baf-bac7-e2b96a7e4c36,Olivia Holmes,USA,Fantasy,2024-07-12,3,37.23,Credit Card,111.69
544,4140752c-aa44-4259-9001-8b7b6d4067f4,Mary Alvarez,UK,Fiction,2024-01-30,2,74.5,Credit Card,149
545,afd380c4-2713-482c-b41e-a3ac5fd23109,Jeffrey Gray,UK,Non-Fiction,2024-04-27,4,18.6,PayPal,74.4
546,175a81ec-112f-4612-b969-9ed2ec48bf55,Steven Olson,Canada,Fiction,2023-06-23,1,42.83,Bank Transfer,42.83
547,6e8f75a1-17dd-4d81-95da-705cd4ef00aa,Eric Salazar,USA,Science,2024-01-15,1,49.25,PayPal,49.25
548,5f65c8ce-bd21-4c11-be9d-61ee18b87245,Michelle Fowler,UK,Science,2025-02-17,4,56.97,Gift Card,227.88
549,0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,William Reynolds,Canada,Science,2024-02-29,4,31.92,Bank Transfer,127.68
550,8fca7b6a-8fc4-4092-b4e5-59e596229348,Johnathan Rogers,Australia,Fantasy,2025-01-25,5,15.47,Gift Card,77.35
551,692ac139-1f4a-4ca1-ab85-fd595463adc7,Justin Sampson,Canada,Children,2025-03-04,1,44.84,Bank Transfer,44.84
552,f0ede303-aa53-419c-9fa4-bb9f5a856750,Sandra Baker,Germany,Fiction,2023-09-07,1,39.38,Gift Card,39.38
553,ea74bb18-de3b-496f-ac45-96f6c012a0ff,Stephanie Tucker,UK,Non-Fiction,2024-12-04,4,43.63,Gift Card,174.52
554,49a214ae-f7e8-48e5-8d2b-91efb8976ec5,Melissa Evans,UK,Science,2023-07-14,2,55.26,Credit Card,110.52
555,1a85910d-5a05-4c11-8ffc-a6b199b479d4,Daniel Wheeler,Germany,Science,2023-04-30,1,31.44,Credit Card,31.44
556,279c658a-3676-4ce5-81e5-c9f693f277cc,Zachary Beck,Canada,Children,2023-05-30,4,19.42,Bank Transfer,77.68
557,d8e7012f-3968-4c81-bb70-c3b8a81fdec3,Travis Schneider,USA,Science,2025-01-25,1,43.5,Credit Card,43.5
558,8e676a01-d86a-4460-99a1-120e1bb43332,Scott Miranda,USA,Science,2023-05-07,3,39.62,Bank Transfer,118.86
559,47503f1d-c33a-4f6c-9d69-1fba5e187b24,Deborah Alvarado,Australia,Fantasy,2023-11-09,1,30.24,Credit Card,30.24
560,6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,Mary Benson,UK,Science,2025-03-24,2,19.83,Credit Card,39.66
561,c4767556-f97b-42dd-8f9b-72aed85c16bd,Mr. Tommy Mcdonald,UK,Romance,2024-05-05,1,40.13,Gift Card,40.13
562,accb461a-9d13-4363-9f29-4a8bd1846c39,Jennifer Garcia,USA,Fiction,2024-10-23,4,47.85,Credit Card,191.4
563,9be71737-06b8-4231-8e86-7f3ca487eeab,Matthew Simon,USA,Science,2024-12-22,1,11.13,Gift Card,11.13
564,b18753e6-d457-4ad9-a867-a096edd877c8,Brandon Ferguson PhD,USA,Fantasy,2023-06-16,4,35.66,Credit Card,142.64
565,45f50c52-2e2f-4f77-8769-79d644777442,Daniel Ortega,Canada,Non-Fiction,2024-12-25,1,43.85,Bank Transfer,43.85
566,ebe9e207-4f19-4ec0-832d-4526b3e4110a,Scott Herrera,UK,Romance,2024-07-09,3,62,PayPal,186
567,2e709838-0190-4620-99dc-abd056febfb9,Hannah Smith,Canada,History,2024-11-29,1,36,Credit Card,36
568,a847bce7-90fa-4b57-a4ac-2130deaf528d,Nicole Floyd,Canada,Fiction,2023-12-05,2,58.32,Credit Card,116.64
569,bdb025ff-2451-45a4-91d0-59b26699cd99,Katelyn Harper,Germany,Science,2023-05-27,1,47.58,PayPal,47.58
570,177d6e7e-07d9-44ce-b8c8-8faea2178f84,Heidi Mason,Canada,Fiction,2024-03-25,1,47.88,Bank Transfer,47.88
571,604e46cb-3712-42d1-87cd-b6a1bf012e32,Jennifer Moore,Canada,Biography,2024-09-13,2,22.92,PayPal,45.84
572,284bf962-5744-4596-b422-21676b7a2460,Kiara Stout,Australia,Romance,2024-01-03,1,72.16,Credit Card,72.16
573,530ac1c7-b8ba-4368-8fc7-77685ebbcca5,Autumn Lee,Canada,Fiction,2025-03-18,1,35.94,Bank Transfer,35.94
574,98a21f1c-914d-4fae-b100-13a7c6deb2f0,Daniel Fitzgerald,UK,Fiction,2024-03-24,1,38.05,Bank Transfer,38.05
575,27d415b6-0d77-45a0-a222-b6a615bfbe97,Margaret Wallace,Germany,Science,2024-05-27,2,35.3,Gift Card,70.6
576,0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,John King,Germany,Non-Fiction,2024-01-11,1,53.6,Gift Card,53.6
577,716fda0a-45a8-4829-94e2-86e5ac8936bc,Yolanda Wallace,USA,Fiction,2025-01-06,1,64.38,Credit Card,64.38
578,9b69554d-7c54-435f-ac8c-3b6aa974d079,Dawn Werner,Germany,Children,2024-07-25,3,44.89,Credit Card,134.67
579,372f871a-45ee-432d-aa07-f2137129cec7,Katherine Pacheco,Canada,Non-Fiction,2023-05-22,2,29.24,Bank Transfer,58.48
580,585d3f86-1d23-44e6-8329-20b7c143f426,Danielle Carter,USA,Fiction,2025-01-11,1,60.48,Credit Card,60.48
581,ad9fb00d-4882-473c-9c63-45ab6e0ed1e8,Michelle Armstrong,Canada,Romance,2023-06-04,2,16.07,Credit Card,32.14
582,86e52753-7c93-46cc-97d7-a560adb14670,Kelly Robinson DVM,India,Fantasy,2023-09-20,1,24.56,PayPal,24.56
583,3873e57f-0ba0-48e8-8ef4-92c1aac93316,Randall Johnson,Canada,Romance,2025-03-22,2,14.18,Credit Card,28.36
584,0e0630cd-996d-4c50-bc04-a168652ffb49,Connor Summers,Canada,Romance,2024-04-02,1,29.5,Gift Card,29.5
585,f200c261-4d29-41ab-b455-12f701f7c7ec,Blake Bailey,UK,Fiction,2025-04-07,3,50.06,Credit Card,150.18
586,c3a00c6f-2321-41e1-8471-04c036136e15,Mary Williams,USA,Non-Fiction,2023-04-26,2,31.65,PayPal,63.3
587,1eb74b56-53ff-43a2-8a19-35014169b9fc,Paul Bentley,USA,Fiction,2025-03-13,1,35.88,PayPal,35.88
588,6e3f683a-bf3c-4140-bf54-a51101fa964e,Richard Nelson,USA,Romance,2024-06-16,3,40.47,Gift Card,121.41
589,88575117-6155-4667-a112-507c2cfa55b0,Joshua Haynes,USA,Fantasy,2025-04-17,3,31.57,Credit Card,94.71
590,8f0881ee-8011-416b-bae8-8926b423ccde,Joseph Edwards,USA,History,2024-03-11,2,18.25,Credit Card,36.5
591,5aaab32f-ce63-42b6-ab05-347fd556b37d,Steven Moore,USA,Fantasy,2025-04-20,2,10.19,PayPal,20.38
592,bdf66ba5-dc9c-46de-a5a6-74c212738a23,Holly Cochran,UK,Science,2025-03-03,2,54.6,Gift Card,109.2
593,75b27455-04cc-4ede-afac-16730ad45230,Joshua Moody,USA,Non-Fiction,2023-06-11,2,25.47,Credit Card,50.94
594,5024bdc6-dcb3-4df3-93ee-cdc6ebd14d2c,Jill Rhodes,Canada,Non-Fiction,2025-04-11,3,24.72,Credit Card,74.16
595,67884209-92ca-425a-ade5-93329364f3d0,Craig Patterson,Germany,Fiction,2023-12-14,2,12.59,Credit Card,25.18
596,4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,Mrs. Megan Kelly DDS,Canada,Fiction,2024-03-16,1,32.94,Credit Card,32.94
597,f758dce2-0556-4aea-a7b0-32831d7c0098,John Gibson,UK,Science,2025-02-08,2,43.14,Gift Card,86.28
598,f296d9f0-cd23-42c2-abff-e17b532401fc,Joshua Nelson,USA,Non-Fiction,2023-09-29,3,29.54,PayPal,88.62
599,b08a4895-d4ff-4666-b5c8-e90d9e3d750d,Daniel Owen,USA,Science,2024-07-23,2,40.26,PayPal,80.52
600,6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,Nicole Salazar,USA,Science,2023-06-25,2,5.36,Credit Card,10.72
601,6f887f28-3e49-4d09-9b19-d8b8d8302081,Colton Munoz,USA,Non-Fiction,2023-06-04,2,37.56,Bank Transfer,75.12
602,1422373f-8622-48d1-a683-e10796c044d0,Emily Vasquez,USA,Children,2023-08-11,3,28.86,Gift Card,86.58
603,beed10b6-4f6e-474b-9eda-b0276550f74a,Lucas Reynolds,USA,Children,2024-12-26,2,13.4,Credit Card,26.8
604,c77444cb-5543-4c3c-b8b8-f24e56ea57b3,Tammy Edwards,USA,Non-Fiction,2025-02-19,4,10.72,Credit Card,42.88
605,a21b0307-82af-485c-938d-994c2b0abedd,Monica Gutierrez,USA,Romance,2024-04-14,2,22.11,PayPal,44.22
606,31a3ac4d-828c-47e7-87d5-b7be1d30d990,Stacey Sampson,Canada,Children,2024-08-26,1,16.78,PayPal,16.78
607,59e1ac09-5970-4859-86b6-e4ade7ea8d5a,Victor Gonzalez,USA,Science,2023-12-06,2,40.21,PayPal,80.42
608,a53bc024-d1a6-4d87-b54e-2019ba35844e,Valerie Contreras,Canada,Fantasy,2023-09-04,2,41.53,PayPal,83.06
609,1a5165ca-3c7c-4d85-a5cf-0041d0a643fe,Suzanne Nunez,Canada,Fantasy,2023-10-08,2,37.58,Credit Card,75.16
610,2c6a6e9a-3280-47a1-8187-222b257d5e52,Jackson Fuller,UK,Fantasy,2024-04-22,2,40.64,Credit Card,81.28
611,c257cf73-c29d-482b-a722-796e9a36d1ec,Kristina Hernandez,USA,Non-Fiction,2024-12-31,3,11.44,Credit Card,34.32
612,f387e1bd-2d59-42c6-934a-5a2fa7cf705c,Kayla Mccann,Australia,Fiction,2024-05-20,1,42.62,Bank Transfer,42.62
613,76c5a0dc-7e7e-4419-a0c1-4035c5d95f51,Travis Caldwell,UK,Non-Fiction,2023-09-20,3,45,Gift Card,135
614,9458054e-c287-4f06-9050-f7efc1235c91,Nicholas Pacheco,USA,Non-Fiction,2024-04-03,3,39.11,Bank Transfer,117.33
615,e1cde87f-ec95-4f87-ae5e-c36572eb7474,Michelle Marsh,Germany,Fantasy,2024-09-07,3,33.53,Credit Card,100.59
616,fc8d5b93-a2a2-491f-a49b-1cd99082889b,Jonathon Gallagher,Germany,Science,2024-03-16,2,23.86,PayPal,47.72
617,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,Todd Garcia,USA,Fiction,2023-08-08,3,40.08,Gift Card,120.24
618,70944bdb-26a5-44e3-90ee-7a92a09151e0,Megan Krueger,USA,Fiction,2025-03-23,2,29.27,Credit Card,58.54
619,a1a27485-7134-4c2a-b80b-3657117b355b,Carol Baker,Australia,Fiction,2023-10-24,3,48.84,Gift Card,146.52
620,97674900-4651-4367-8bdc-43184d85a3d2,Erica Moore,UK,Science,2023-07-17,1,39.16,PayPal,39.16
621,12fe28bf-81e0-4489-9a18-e2a30e614bcd,Thomas Richards,USA,History,2024-11-05,1,32.48,Bank Transfer,32.48
622,09a0a0f6-73b0-4091-b634-c1694f76e388,Kimberly Shaffer,USA,Fantasy,2025-02-24,2,29.86,Credit Card,59.72
623,497de16d-d4ea-420a-9e65-96540e9058b6,Gary Montgomery,Canada,Fantasy,2025-03-19,2,32.62,PayPal,65.24
624,fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,William Blake,Canada,Fiction,2023-11-22,3,32.69,Bank Transfer,98.07
625,98159d6c-9d71-4084-971d-abf9daf481a7,Dennis Soto,UK,Non-Fiction,2024-04-23,3,33.83,Gift Card,101.49
626,949077c2-7674-456f-a26d-719d81cf3252,Jaime Lewis,Canada,Fiction,2023-04-26,3,15.62,Credit Card,46.86
627,bd29ede9-cab4-423b-b448-83858de7ad6c,Robert Ramirez,Canada,Non-Fiction,2023-07-04,2,38.58,Credit Card,77.16
628,e8b77f7b-7321-4f6b-8a80-76ece5582e16,Ashley Davis,UK,Fantasy,2023-08-14,1,37.55,Bank Transfer,37.55
629,30307633-a6de-41d8-9258-17b7cf501889,Kim Horn,USA,Science,2024-02-22,2,17.33,Credit Card,34.66
630,80599b93-79c2-42e4-9ae1-a991524f93ff,Grace Lewis,USA,History,2024-10-06,2,38.45,Bank Transfer,76.9
631,73557b9d-0fd6-447e-b52d-4af2269ed4c9,Chelsea Burch,UK,Children,2023-05-06,3,34.83,Credit Card,104.49
632,d65e59dd-e62d-4d06-8f9b-85581a7f195b,Brianna Harris,Germany,Fiction,2024-11-23,1,22.55,Gift Card,22.55
633,15969802-b6dd-4257-bb7d-9f1c57eb89b1,Maria Garcia,Canada,Fiction,2024-02-04,2,44.09,PayPal,88.18
634,0a0537f0-2c2c-422b-a568-95c6812a1f9b,Jill Bean,Canada,Children,2025-03-08,1,55.09,Bank Transfer,55.09
635,fdb1429e-7010-4d13-b526-b22d3f6c21f7,Eric Garcia,USA,History,2024-03-04,3,26.41,Credit Card,79.23
636,9c1c3517-85d2-40a6-8629-5b5d707df251,Diana Crawford,Canada,Fiction,2025-03-25,1,36.57,Gift Card,36.57
637,eafde7d9-5f73-4a3e-9d28-6aa428a39779,James Taylor,Canada,History,2024-10-21,1,53.73,Credit Card,53.73
638,c6435300-68a5-4c68-a32d-bb5e486bb6bf,Benjamin Stanley,USA,Romance,2024-10-18,5,5,Credit Card,25
639,0d67d38e-990f-4c5b-adcc-3daf569f3ab3,David Adams,USA,Non-Fiction,2025-03-27,2,63.39,Gift Card,126.78
640,55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,Brent Lopez,Canada,History,2023-08-22,1,36.21,Credit Card,36.21
641,8ed6ad5e-1831-4aa3-9466-9d1910df9974,Daniel Price,USA,Non-Fiction,2024-08-19,2,46.36,Gift Card,92.72
642,4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,Jordan Johns,Canada,Science,2023-08-01,2,9.47,Credit Card,18.94
643,f6e39356-a814-4562-9a00-3f16b9469bcf,Eddie Velez,USA,Romance,2024-02-29,1,14.53,PayPal,14.53
644,267eddce-df8f-4197-9a4a-99b2e806133c,Kenneth Esparza,Canada,Biography,2024-02-18,3,20.53,PayPal,61.59
645,a9e27ba9-952e-4abb-94dd-5061555736f8,Karen Rodriguez,USA,Non-Fiction,2024-07-22,2,19.15,Credit Card,38.3
646,4f6b58c8-598d-4aec-aaaf-e5432434a678,Patricia Bennett,Germany,Non-Fiction,2023-08-27,4,5,Credit Card,20
647,a981b098-b2cf-452d-a7f3-33b3f7baf55e,Jacqueline Webb,UK,Fiction,2025-03-17,3,17.13,Credit Card,51.39
648,b576255e-9854-4f22-a102-f9c964575bc4,Melissa Jones,UK,Fiction,2023-10-21,3,22.53,Credit Card,67.59
649,8f158449-4f40-422f-95b0-2530f020e992,Tyler Porter,Australia,Science,2024-02-18,1,13.5,Credit Card,13.5
650,54170a17-caaa-4bbe-a4bb-f962606e0e1c,Joshua Singleton,Canada,Fantasy,2023-08-05,1,57.32,PayPal,57.32
651,b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,Anthony Evans,USA,Non-Fiction,2023-06-02,5,44.56,Gift Card,222.8
652,ff4625af-bd20-463b-b275-b5f3d436a7a8,Robin Walker,Canada,Fiction,2023-07-04,1,23.97,PayPal,23.97
653,17ec889c-86c1-46cb-a996-30f7af77520e,Ronald Martin,UK,Non-Fiction,2023-10-20,1,43.7,PayPal,43.7
654,822c4d32-6c64-4c15-aba3-01cba561e1e9,Martha Flynn,UK,Children,2023-12-03,3,40.03,PayPal,120.09
655,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,Jeffrey Evans,Canada,Non-Fiction,2023-08-10,2,9.16,Credit Card,18.32
656,577bc55a-36d5-4494-b37f-d50d2e25b5ee,Angela Johnson,USA,Fiction,2025-02-25,5,41.45,Gift Card,207.25
657,31274148-7c7c-404e-8422-d03ef29a6339,Melinda Hall,USA,History,2023-07-11,1,28.74,Credit Card,28.74
658,27aa7cbc-2337-4bbc-bffe-77c839feb99c,Jasmine Buck,Canada,Fiction,2023-11-04,4,45.36,Credit Card,181.44
659,c9c23e69-d82c-4565-8bb9-07ec13c11754,Laura Sanford,UK,Children,2024-10-29,1,18.77,Credit Card,18.77
660,8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,Nicole Brewer,UK,Romance,2024-05-22,2,43.16,PayPal,86.32
661,86cac6f4-e238-4e93-bd17-c5e8d5ca69ab,Carlos Olsen,Canada,Non-Fiction,2025-01-18,1,50.77,Credit Card,50.77
662,e05b46c5-5636-4094-a974-31db09a9d1c1,Dr. Linda Fleming MD,India,Science,2024-05-14,4,40.98,Credit Card,163.92
663,98e52499-218c-4e1c-9e37-4f7ac42cbc39,Scott Hansen,UK,Science,2024-03-27,1,8.12,Credit Card,8.12
664,2e4bebc4-2989-4880-a77d-1be96070b6a1,James Gardner,USA,Science,2023-10-18,1,71.88,Credit Card,71.88
665,9feefdff-c566-4a81-b15e-54f6d4d30795,Julie Smith,USA,Non-Fiction,2023-05-17,2,43.92,PayPal,87.84
666,b89f72f3-2a60-4652-a714-7668cf1d7d3a,Bruce Rivera,USA,Non-Fiction,2023-08-15,1,31.41,Gift Card,31.41
667,5d42b9e9-692e-47b6-8b2f-6d5c700b5d5f,Kyle Walsh,USA,Romance,2024-10-21,1,44.35,Credit Card,44.35
668,f836f571-3cce-476c-b836-c448ad261ec5,Charles Baxter,USA,Romance,2024-07-25,1,66.68,Credit Card,66.68
669,c09cb506-48f1-496d-9c4f-fb4671b701aa,Jennifer Smith,USA,Non-Fiction,2024-05-15,2,13.8,PayPal,27.6
670,3be79df4-72ec-416e-88a7-23e9bfa016c2,Jay Moss,USA,Fiction,2024-02-23,2,51.4,Bank Transfer,102.8
671,f7315749-4f39-49a8-bd3a-258288b4f474,Krista Hicks,USA,Fiction,2023-08-02,3,32.5,PayPal,97.5
672,e76adca9-7811-4802-88cc-7cfecf01f944,Donald Smith,Germany,Fiction,2024-05-17,2,30.24,Gift Card,60.48
673,ada58417-5e2a-432d-b1ab-0b56d5c9fdc7,Tanya Hall,USA,Science,2023-07-17,1,31.14,PayPal,31.14
674,70cafdd8-fc04-4f08-9207-0158f2771f63,Isabel Hall,Canada,Fiction,2023-06-24,1,5,Credit Card,5
675,c7332304-4822-4120-84f9-eccd7630a8a7,Elizabeth Fleming,Canada,Non-Fiction,2024-06-23,1,42.21,Bank Transfer,42.21
676,6b2d5b09-8707-4ad4-80be-7e3561c2645a,Angela Russell,India,Romance,2023-05-06,4,5,Credit Card,20
677,331f63fb-d11f-48c0-a97c-a4fff75d599f,Stephen Nguyen,USA,Non-Fiction,2023-09-27,1,27.16,Gift Card,27.16
678,df7d0dd7-236e-4608-9acb-394acd1f5318,Eric Hull,Canada,Romance,2023-07-24,2,27.46,Bank Transfer,54.92
679,7b07fd31-a424-4f23-8d5b-a7cd400035f0,Daniel Vaughn,India,History,2024-07-22,1,29.26,Credit Card,29.26
680,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,Alexander Martin,Germany,Fiction,2024-02-20,1,5,Credit Card,5
681,8412a335-d88c-456d-b61e-5fdb1a435206,Anthony Morton,Australia,History,2024-10-08,1,48.36,PayPal,48.36
682,1578d709-48f9-43d0-9fea-e1e0d9e604b3,Thomas Sanchez,USA,History,2024-05-31,2,7.39,Gift Card,14.78
683,73069588-45d5-468d-a90a-3abbc35b9fea,Gary Palmer,USA,Non-Fiction,2024-06-17,3,21.11,Bank Transfer,63.33
684,d4bf7a4b-25b8-442f-836b-15c7e7c225da,Michelle Knight,UK,Fiction,2024-01-04,1,26.82,PayPal,26.82
685,e916da57-f248-43ab-977a-8a5f6ffe33b3,Daniel Morton,Germany,Children,2023-09-19,2,30.28,Credit Card,60.56
686,e27718c5-737d-4fb6-9113-76e038d77b9a,Jordan Vasquez,UK,Fantasy,2024-01-31,1,40.72,Credit Card,40.72
687,6a36af18-06d3-4b93-ae33-688d597e6845,Scott Lyons Jr.,UK,Science,2024-07-24,1,35.29,Gift Card,35.29
688,5fbbf0b1-8083-49c8-a57e-01c90da23e5c,Jonathan Solomon,USA,Fiction,2023-06-15,2,63.97,Gift Card,127.94
689,14e4180c-fe99-46a3-a2db-c8503c5bf3a7,Elizabeth Anderson,Australia,Science,2023-09-19,5,40.22,Credit Card,201.1
690,519554e3-0737-4c86-b97b-5f515ffa46ef,Melissa Smith,USA,Non-Fiction,2024-11-17,3,39.13,PayPal,117.39
691,b6f6dbf1-d6d4-41cc-995d-82f8ee4a9b5d,James Fernandez,Canada,Science,2024-01-19,2,26.36,Bank Transfer,52.72
692,25637cc3-ca97-4bf5-95d5-96afa663d2cd,Mark Peters,Canada,History,2025-04-11,3,39.55,Gift Card,118.65
693,eada79a3-4970-4d9a-89ce-3cfb2339ba19,David Cruz,Canada,Children,2024-05-18,1,27.67,Credit Card,27.67
694,d4c3a832-b231-460b-b8f2-ce6bd46b415d,Peter Chavez,USA,Romance,2023-09-15,3,27.81,Credit Card,83.43
695,781799ff-b49e-44cc-8243-69e72387eaf6,Judith Glenn,USA,History,2024-09-27,1,82.56,Credit Card,82.56
696,e7e646c7-0158-4463-9d87-76a072d78bdd,Antonio Hughes,UK,Science,2024-03-20,2,58.14,Gift Card,116.28
697,3735262d-4184-4b03-84dd-7054144823f7,Frederick Finley,USA,Fiction,2023-11-02,1,21.97,PayPal,21.97
698,f0b2a5d1-8c7e-4f42-a646-eaf9d5c0244d,Tara Lloyd,UK,Romance,2024-05-13,2,44.74,Credit Card,89.48
699,6c5a6c93-871c-4884-9bdf-90f2ba2c0f19,Mark Wilkinson,USA,Fantasy,2025-03-28,2,39.05,Gift Card,78.1
700,3cd5fd7f-49c1-4669-86b3-3fe61c76bdf6,Margaret Kennedy,Canada,Fiction,2025-03-11,5,25.06,Gift Card,125.3
701,3d0a5f0c-0c39-4ec7-9f31-74054d183eba,Darren Thompson,Canada,Children,2024-11-12,1,66.26,Credit Card,66.26
702,9f708368-cb3c-48ca-a392-57316b79afcc,Jennifer Poole,USA,Non-Fiction,2023-11-27,3,31.99,Credit Card,95.97
703,d6312a80-1c61-4ec2-9014-2131750565f5,Felicia Fischer,Canada,Romance,2024-04-03,1,55.78,Gift Card,55.78
704,893ad232-98c3-43ca-bff4-cec6e7b7b4c6,Dr. Zachary Peterson DDS,USA,History,2024-06-03,1,25.12,PayPal,25.12
705,93364f7e-83ef-49f3-a1c7-cc8a04351b64,Douglas Ferguson,USA,Fiction,2025-04-05,2,51.5,Gift Card,103
706,4a90cd0c-24c1-43b9-b7f2-85723defa849,Eric Marks,India,Fantasy,2024-06-02,4,55.04,PayPal,220.16
707,5a5226e6-9d64-4932-8066-853d6de299a1,Robert Anthony,Canada,Fiction,2025-02-20,1,20.45,Credit Card,20.45
708,2ff3cde4-6aa4-4c9f-9217-04753d959e3f,Wanda Hughes,Australia,Romance,2024-10-17,1,30.07,Bank Transfer,30.07
709,8603156a-15ea-4bcf-ab10-21ceaa143cd8,Sarah Martin,USA,Children,2024-06-07,1,33.7,Gift Card,33.7
710,f4124360-1153-4e99-9c50-8720f982f4e0,Kristopher Allison,UK,Non-Fiction,2025-03-23,2,59.52,Credit Card,119.04
711,c9525185-81e0-4a5e-8b48-f49686abd4e7,Heather Riley,Australia,Fiction,2023-08-10,2,58.3,Bank Transfer,116.6
712,0534a101-8ddc-4719-81f3-8dd4fd034ada,Rebekah Gutierrez,UK,Fiction,2023-12-09,1,29.06,Bank Transfer,29.06
713,0b251279-785a-45d0-9f92-a62163f4c69d,Brian Webb,Canada,Science,2024-01-05,1,29.24,Credit Card,29.24
714,5f90bed6-fb25-464d-a30a-a767a2bb522b,Kaitlyn Parker MD,Canada,Science,2024-10-06,3,38.68,Gift Card,116.04
715,5b6a8102-0428-4378-bf50-23f440ef3935,Patrick Barnes,Canada,Fiction,2024-08-16,2,11.43,Credit Card,22.86
716,3dba6da8-5844-49fc-914b-9547c9dc72b8,Jorge Tyler,Germany,Fiction,2025-03-17,4,54.08,Credit Card,216.32
717,1a89b71e-a0d5-42c8-a837-fe68bba205ca,James Ray,Australia,Fiction,2023-07-28,1,22.05,Credit Card,22.05
718,c1b5b5ca-bc35-46df-94f7-9dbac5811d2d,George Harding,India,History,2024-08-07,3,36.46,Credit Card,109.38
719,5a304528-0b59-4562-a227-219f551ff086,Olivia Carpenter,USA,History,2024-05-31,1,56.02,PayPal,56.02
720,a48e40f1-d042-4dfa-96ab-087a8bc78e81,Deanna Jennings,UK,Fiction,2024-05-14,3,41.68,Gift Card,125.04
721,af475b49-c775-4395-9494-05f02cd2a404,Hannah Butler,Germany,Science,2024-06-10,1,29.03,Bank Transfer,29.03
722,7a8104de-b205-47bb-bb16-f75776f186ab,Jamie Lawrence,USA,Fiction,2023-07-19,1,19.66,Credit Card,19.66
723,2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,Tammy Finley,USA,Fantasy,2024-11-05,1,34.18,PayPal,34.18
724,f1901b7e-c6b4-49ef-b74e-ba9310275b53,Jennifer Robinson,UK,Fantasy,2023-10-08,3,30.66,PayPal,91.98
725,339b77a8-4b1f-4d7b-8977-c513752a7d25,Jason Kelley,UK,Science,2023-10-05,2,74.37,Credit Card,148.74
726,e2c328aa-3310-4475-8a86-22250b36e356,Randall Ramos,Australia,Fantasy,2024-07-07,2,22.92,PayPal,45.84
727,4f612217-eef1-4694-90ca-e32d0aba590e,Jesus Carlson,USA,Romance,2023-07-25,2,27.02,PayPal,54.04
728,d0be73ee-fd37-4539-a5f2-02f983f02dc7,Peter Harris,Australia,Romance,2024-12-25,1,19.97,PayPal,19.97
729,095ffa81-40d9-4bce-b930-ba208b040f49,Samantha Thomas,USA,Science,2024-05-08,4,31.11,Bank Transfer,124.44
730,493e904d-30ec-4796-a59b-457fc0d7ac73,John White,USA,Non-Fiction,2023-08-16,4,42.83,Gift Card,171.32
731,0c3ce284-c7e5-4bbb-9cb5-1c535b62a8df,Olivia Wallace,USA,Fiction,2023-09-23,1,20.81,PayPal,20.81
732,45f18619-54f9-4429-a7de-02ccdda4f4a7,Angela Potts,Australia,Non-Fiction,2024-12-04,2,40.29,Credit Card,80.58
733,6fdc0bad-5e36-4127-8ca1-b45c1fdd980a,Virginia Martinez,UK,Science,2023-08-02,2,16.82,Bank Transfer,33.64
734,7092947d-be49-49ec-a667-d3bbe3b56360,Jennifer Lopez,Canada,Fiction,2024-06-26,4,48.99,PayPal,195.96
735,56cb1ab0-62fb-46d7-b4db-ca07e506f670,Jennifer Rasmussen,Canada,Non-Fiction,2024-05-29,4,28.14,Gift Card,112.56
736,b12b6680-7f07-4cb9-afd3-40c0f945f2fd,Carol Harris,Germany,Children,2023-08-23,1,30.1,Credit Card,30.1
737,cc1b4157-ec9f-4c54-9e0a-72ab7f5db163,Michael Parsons,Canada,Fiction,2024-09-03,3,56.1,Gift Card,168.3
738,15260718-cd18-4a82-8447-ceab84ef4324,Charles Jensen,Australia,Science,2024-12-05,2,28.46,PayPal,56.92
739,6e3c4532-1434-4f62-acac-028cba220065,Darlene Gray,Canada,Fantasy,2023-10-14,3,40.96,PayPal,122.88
740,2e326567-d284-454e-bebe-c0db9a3a6103,Robin Preston,Canada,History,2024-08-15,1,45.59,Credit Card,45.59
741,1a43db54-523a-4993-8b34-46bc8ba435cc,Tiffany Gray,Canada,Science,2023-09-12,2,54.52,Gift Card,109.04
742,4baf0f5e-a932-4094-93f2-8f11147f6570,Mrs. Cristina Stark,Canada,Science,2024-10-20,2,39.92,Credit Card,79.84
743,b7b8c1a5-9a45-493d-b227-890e4e76833a,Gregg Anderson,UK,Children,2024-10-17,4,30.25,Credit Card,121
